section_info,question_text,answer_text,views_info,date,link1
Halol va harom,"Assalomu alaykum! «Nabiy sollallohu alayhi vasallam: «Bizga ikki o'limtik va ikki qon halol qilindi. Ikki o'limtik baliq va chigirtkadir. Ikki qon esa jigar va qorataloqdir», dedilar».Jigar va qorataloqdan boshqa azolarini eyish mumkunmi? Masalan buyragi,harom mag'z yoki qora mag'z deb yuritiladigan umurtqadagi iliknichi?","Va alaykum assalom!So'yilgan hayvonning eyish harom bo'lgan narsalari;Hanafiy mazhabi bo'yicha so'yilgan barcha hayvonlardan quyidagi narsalarni emoq haromdir;1. Erkak hayvonning zakari.2. Erkak hayvonning ikki moyagi.3. Urg'ochi hayvonning jinsiy azosi.4. Hayvondagi bez.5. Hayvondan oqqan qon.6. Ot pufak.7. Siydik turadigan azo.Chunki Alloh taolo «Arof» surasida Payg'ambarimiz alayhissalomning vasf qilaroq:«Ularga pokiza narsalarni halol qilib, nopok narsalarni harom qiladigan», degan. Mazkur etti narsalar ham nopok narsalardir. Vallohu alam!http://savollar.islom.uz/smf/index.php?topic=6621.0",4961,13.04.2017,http://savollar.islom.uz/smf/index.php?topic=6621.0
Quroni karim,"Assalomu alaykum! Man arab xarifi taniman, lekin qo'shib o'qiy olmayman. Ruchkali Quron orqali xatm qisam bo'ladimi? Javob uchun oldindan rahmat.",Va alaykum assalom!Quronni o'qib ham eshitib ham xatm qilish mumkin. Ikki suvratda ham savobga doxil bo'ladi. Vallohu alam!http://savollar.islom.uz/savol/38982,5385,13.04.2017,http://savollar.islom.uz/savol/38982
Oila va turmush,"Assalomu alaykum! Masalan erkak yoki ayoli o'z qarindoshlari erkak yoki ayol bilan qo'l berib so'rashsa bo'ladimi?2). Men qarindoshdan uylanganman, ayolim har ikki haftada qizlik uyiga borib keladi yoki yotib qoladi. U erda amakisini o'g'illari bor. Qarindoshchilik o'rtasiga sovuqchilik tushmasligi uchun menga qanday maslahat berasizlar? Oldindan katta rahmat.","Va alaykum assalom!Amakining o'g'illari nomahram bo'lib, ular bilan qo'l berib ko'rishishdan saqlanish kerak. Vallohu alam!http://savollar.islom.uz/smf/index.php?topic=33520.0",4528,13.04.2017,http://savollar.islom.uz/smf/index.php?topic=33520.0
Dolzarb savollar,Assalomu alaykum! Quroni Karim ilk bor nechanchi yildan boshlab o'zbek tilida nashr etila boshlangan?,Va alaykum assalom!http://quran.uz/tafsir/tafsirlar/tafsir-hilol/1891-ozbek-tilidagi-quron-tafsirlari-va-tarjimalari-haqida.html,3806,13.04.2017,http://quran.uz/tafsir/tafsirlar/tafsir-hilol/1891-ozbek-tilidagi-quron-tafsirlari-va-tarjimalari-haqida.html
Ruhiy tarbiya,"Assalom alaykum! Namoz paytida xayollar buzilib dunyoviy muammolari miyaga kela boshlaydi, fikrimni jamlab olib o'qiyotgan oyatlar mazmuniga qarataman va namozda davom etaman. Ushbu holatdan batamom qutulish, namozdan chalg'imaslik uchun nima qilishni maslahat berasizlar?",Va alaykum assalom!http://savollar.islom.uz/savol/16629,4445,12.04.2017,http://savollar.islom.uz/savol/16629
Ibodatlar,"Assalomu alaykum! Vitr namozining uchinchi rakatida zam suradan keyin tik turgandan xolda “Allohu akbar” deb qo'llar quloq barobarida ko'tariladi, lekin quloqqa tekizilmaydi, deyilgan. Vitr namozida qo'llar quloq barobarida ko'tarishni ayollar qiladimi?","Va alaykum assalom!Takbiri tahrima aytish vaqtida qo'l ko'tarish sunnat. Erkaklar qulog'ining yumshog'igacha, ayollar esa elka barobarigacha ko'taradilar.Tabaroniyning “Mo'jam al-kabir” kitobida Voil ibn Hujr roziyallohu anhudan rivoyat qiladilar.Rasululloh sollallohu alayhi vasallam erkak qo'lini qulog'igacha, ayol esa ko'kragigacha ko'taradi, dedilar. Bu hadisning rivoyatida Ummu Yahyo binti Abduljabbor majhul bo'lib, qolgan barcha roviylar ishonchlidir. Shuning uchun bu rivoyat zaif bo'lsada kuchaytirish sifatida olsa bo'ladi. Vallohu alam!http://fiqh.uz/index.php/fiqh-uz/dolzarb-mavzu/479-anafij-maz-abiga-binoan-ajol-va-erkak-namozidagi-far",4273,13.04.2017,http://fiqh.uz/index.php/fiqh-uz/dolzarb-mavzu/479-anafij-maz-abiga-binoan-ajol-va-erkak-namozidagi-far
Dolzarb savollar,"Assalomu alaykum! Hurmatli ustozlar, Rasululloh sollallohu alayhi vasallam qarzdor odamga janoza o'qimaganlar deb eshitgan edim. Shu qanchalik rost? Firibgar odam bo'ynida katta qarz bilan vofot etsa, guvoxlari bo'lsa ukasi yoki otasidan haqini so'rasa bo'ladimi?","Va alaykum assalom!     :                 : « » :   : «     :                    : «              .  Jobir roziyallohu anhudan rivoyat qilinadi: «Rasululloh sollallohu alayhi vasallam zimmasida qarzi bo'la turib o'lgan odamga janoza namozi o'qimas edilar. Bir mayyit olib kelindi. Bas, u zot: «Uning zimmasida qarz bormi?» dedilar.«Ha, ikki dinor», deyishdi.«Sohibingizga o'zingiz janoza o'qing», dedilar.«Osha ikki dinor mening zimmamga, ey Allohning Rasuli», dedi Abu Qatoda. Shunda Nabiy sollallohu alayhi vasallam u(mayyit)ga janoza o'qidilar. Alloh Oz Rasuliga fath ato qilganidan keyin: «Men har bir mo'min uchun uning o'zidan ham yaqinman. Kim qarz qoldirsa, uni ado etish mening zimmamda. Kim mol tark qilsa, merosxo'rlariga», dedilar». Beshovlari rivoyat qilishgan.Bu hadisi sharif zimmasida qarzi bo'laturib o'lish o'ziga yarasha muomala talab qilishini ko'rsatadi.Ushbu hadisga amal qilgan holda, hozirda ham har bir mayyitga janoza namozi o'qishdan oldin uning qarzi bor-yo'qligi so'raladi. Uning qarzlarini yaqin kishilardan biri o'z zimmasiga olganidan keyingina janoza namozi o'qiladi. Shariat hukmi bo'yicha biror mayyitning qarzini o'z zimmasiga oladigan kishi topilmasa, uning qarzi xazinadan uziladi. Xazina bo'lmagan joylarda mazkur qarz shu erlik musulmonlarning zakotidan ado etilishi mumkin.Ammo bugungi kunimizda bu shariy hukmni ham o'z foydasiga o'zicha talqin qiladiganlar topildi. Bazi odamlar oqibatini o'ylamay, katta miqdorda qarz olishni o'zlariga ep ko'rmoqdalar. Biladigan kishilar ularga qarzni uzishni ham o'ylash kerakligini eslatsalar, «Janozamizda qarzimizni birorta odam o'z zimmasiga olsa, qutulib ketamiz», degan gapni aytmoqdalar. Lekin asl haqiqat ularning xom xayollaridagi kabi emas. Mayyitning qarzini birov zimmasiga olsa, janoza o'qiladi. Ammo bu o'sha mayyit qarzdan tamoman qutuldi, degani emas. (“Qarz” kitobidan). Vallohu alam!2). http://savollar.islom.uz/savol/103186",5150,13.04.2017,http://savollar.islom.uz/savol/103186
Dolzarb savollar,Assalomu alaykum! Oilani tarqatib yuboradigan sehrni qanday qilib tasirini yo'qotish mumkin?,Va alaykum assalom!Rasululloh sollallohu alayhi vasallamning tongda va tunda o'qigan duolarini o'qib yurish kerak. Vallohu alam! Quyida linkda berilgan malumotni o'qing.http://savollar.islom.uz/savol/115511,3943,09.04.2017,http://savollar.islom.uz/savol/115511
Oila va turmush,Assalomu alaykum! Dinimizda oilasiga xiyonat qilgan ayol va erkakka qanday jazo beriladi? Javob uchun rahmat,"Va alaykum assalom!Xiyonat degandan maqsad zinoni nazarda tutayotgan bo'lsangiz, shariat hukmi bayon qilib qo'ygan. Vallohu alam!http://savollar.islom.uz/savol/34422",6916,12.04.2017,http://savollar.islom.uz/savol/34422
Oila va turmush,"Assalomu alaykum! Men bir tanishimdan ona o'g'il farzandini 3 yoshgacha ona suti bilan emizish shariatda mumkin emasligini aytdi. Shu gap rostmi? Og'il farzandni ko'proq emizish, farzand ota-onasiga yanada mehribon bo'ladi deb eshitgandim va o'g'il bola 3 yoshgacha ona sutiga tolaqonli haqqi bor deyishadi. Iltimos shu haqida to'g'ri tushuntirib javob bersangizlar.",Va alaykum assalom!Emizish qamariy yil bilan hisoblanib milodiy yilgan nisbatan 23 kuncha kam bo'ladi. Yani 23 oy va bir haftagacha bo'lishi mumkin. Undan ortiq emizishi joiz bo'lmaydi. Quyidagi linkda berilgan malumotni o'qing. Vallohu alam!http://savollar.islom.uz/savol/113339,4747,09.04.2017,http://savollar.islom.uz/savol/113339
Hadislar,Assalomu alaykum!1) Men bir xadisda uqigandim Rasulullox (s.a.v) ni sexir-jodu qilishgan va u zot yotib qolganlar. Keyin tushlariga ikki maloyikalar kirib quduqda amal borligini bildirishadi. Shunga nma deysiz? Sexr-jodu yani issik-sovuk bor narsami?2) Inson uzini sexrlangan deb bilsa qanday suralar bilan bundan qutilsa yoq qilsa buladi?,Va alaykum assalom!http://savollar.islom.uz/savol/115511,4489,12.04.2017,http://savollar.islom.uz/savol/115511
Oila va turmush,"Assalomu alaykum! Hurmatli ustozlar, ona o'z bolasini qarg'asa gunohmi? Yani qalbdan emas o'rganib qolgan holatda bo'lsa.",Va alaykum assalom!Savolingiz takroriy. Quyidagi linkni o'qing.http://savollar.islom.uz/savol/94694,3693,27.04.2017,http://savollar.islom.uz/savol/94694
Oila va turmush,"Assalomu alaykum! Hurmatli ustozlar, rajiy taloq bilan kichik boin taloq o'rtasidagi farqni tushuntirib bersangizlar. Javoblaringiz uchun oldindan rahmat.","Va alaykum assalom!Xalqimiz orasida “er bir taloqni qo'yganidan keyin orqasidan 2-3-taloqlar tushmaydi” degan gap bor ekan. Bu bir tomondan to'g'ri bo'lsa, ikkinchi tomondan noto'g'ridir. Er taloq qilganidan keyin o'z-o'zidan ayol iddaga o'tiradi. Osha idda vaqtida ayol bir jihatdan erning ayoli hisoblanadi. Iddasi chiqqunigacha boshqaga nikohlana olmaydi, non-nafaqasi erning zimmasida bo'ladi. Shuning uchun bir taloqdan keyin idda ichida yana taloq qo'ysa, oraga taloq tushadi. Bir suratdagina keyingi taloq tushmasligi mumkin. U ham bo'lsa, boin taloqqa keyingi kinoya bilan qo'yilgan taloq tushmaydi. Vallohu alam!Quyidagi linkdagi malumotlarni o'qing.http://fiqh.uz/index.php/oilam-turmush/nikoh-taloq/357-talo-a-ida",13937,29.04.2017,http://fiqh.uz/index.php/oilam-turmush/nikoh-taloq/357-talo-a-ida
Tabobat,"Assalomu alaykum aziz ustozlar! Sizlardan surab berishimni singlim iltimos kilgandi. Davolash maksadida gipnoz kilish, gipnoz kildirish gunox emasmi? Javobingiz uchun raxmat.",Va alaykum assalom!http://savollar.islom.uz/smf/index.php?topic=22837.0Bu yaxshi ish emas. Vallohu alam!,6679,29.04.2017,http://savollar.islom.uz/smf/index.php?topic=22837.0Bu
Dolzarb savollar,Assalomu alaykum! Buxoro viloyatiga ziyorat uchun borgan edim shunda shayx Xoji Kabul Axbor ziyoratgohiga bordim. U kishi haqida malumot o'zbek tilida topilmadi. Shu sababli u kishi to'g'rilarida malumot bersangizlar iltimos.,Va alaykum assalom!http://savollar.islom.uz/smf/index.php?topic=34444.0,4183,30.04.2017,http://savollar.islom.uz/smf/index.php?topic=34444.0
Dolzarb savollar,Assalomu alaykum! Duolarga ingan xislatlar kitobini o'qisa bo'ladimi?,Va alaykum assalom!Quyidagi linkdagi malumotni o'qing.http://savollar.islom.uz/savol/10691,2750,02.05.2017,http://savollar.islom.uz/savol/10691
Dolzarb savollar,"Assalomu alaykum! Ustozlar, Alloh sizlardan rozi bo'lsin. Alhamdulillah Alloh meni hidoyat qildi. Hozir Rossiyadaman, bir hadisni eshitdim, unda nomahram bilan qo'l berib ko'rishgandan boshimizga bigiz sanchilgani yaxshirok ekan. Uyga borsam yaqin qarindoshlar kelib qo'l uzatib qolsa nima qilishni yoki nima deyishni bilmay qolishim mumkun. Qanday chiroyli xulq bilan bu gunohni tark etay. Oldindan rahmat.",Va alaykum assalom!Linkdagi javoblarni o'qing.http://savollar.islom.uz/savol/4925http://savollar.islom.uz/savol/83614,3272,29.04.2017,http://savollar.islom.uz/savol/4925http://savollar.islom.uz/savol/83614
Dolzarb savollar,"Assalomu alaykum! Aziz ustozlar, bir tanishimni aytishicha odam zoti hamma narsaga ko'nikuvchan ekan. Hatto do'zaxga tushgan odamlar tezda azobga ham ko'nikib, bir-birlariga do'zax olovini otib, o'yin o'ynashar ekan. Keyin Alloh taolo ularni olovli do'zaxdan olib muzli do'zaxga tashlar emish. Lekin xech qaerda muzli do'zax haqida eshitmaganman. Shu xaqida yozilganmi?","Va alaykum assalom!Alloh taolo “Niso” surasida marhamat qiladi :                   56. Oyatlarimizga kufr keltirganlarni albatta olovga kiritib, kuydirurmiz. Qachonki terilari etilib pishganda, azobni totishlari uchun ularga boshqa teri almashtirurmiz. Albatta, Alloh o'ta izzatlidir, o'ta hikmatlidir.Kufrning oxiri yaxshilikka olib bormasligi aniq. Kufr keltirganlar bu dunyoda turli balo-ofatlarga duchor bo'lib o'tishlari sobit bo'lgan, inkor etilmas haqiqatdir. Kufr keltirganlarning oxiratda nima bo'lishlarini ushbu oyati karima vasf etmoqda.«Oyatlarimizga kufr keltirganlarni albatta olovga kiritib, kuydirurmiz».Allohning oyatiga kufr keltirganlar jahannamga kirish bilan chegaralanib qolmaydilar.«Qachonki terilari etilib pishganda, azobni totishlari uchun ularga boshqa teri almashtirurmiz».Azobni yaxshiroq tortishlari uchun ularga terilari har gal etilib pishganda, boshqa yangi terilar almashtiriladi va azob yangidan boshlanadi. Bu holat abadul abad davom etadi.«Albatta, Alloh o'ta izzatlidir, o'ta hikmatlidir».Shuning uchun ham kufr keltirganlarga mazkur azobni ravo ko'rgandir.Ulamolar ushbu dahshatli holatni tushuntirish uchun bir qancha rivoyatlar keltirganlar.Ibn Abi Hotim Abdulloh ibn Umar roziyallohu anhudan qilgan rivoyatda shunday deyiladi:«Bir odam hazrati Umarning huzurlarida mazkur oyatni o'qigan edi, u kishi:– Bu oyatni menga yana qaytarib o'qib ber, – dedilar. U odam qayta o'qidi. Shunda Muoz ibn Jabal roziyallohu anhu:– Bu oyatning tafsirini men bilaman, terisi bir soatda etmish marta almashtiriladi, – dedilar. Hazrati Umar:– Xuddi shuni Rasululloh sollallohu alayhi vasallamdan eshitganman, – dedilar».Demak, o't-olov kuchli bo'lganidan, ularni bir zumda kuydirib, jizg'anak qilib tashlaydi va yana yangidan azob chekishlari uchun tezda terilari yangilanadi. Ammo u terilar bu dunyodagi terilarga o'xshash bo'lmaydi, Alloh taolo do'zaxiylarning azobini yanada kuchaytirish uchun terilarini ham boshqacha qilib qo'ygan bo'ladi.Imom Ahmad ibn Hanbal hazrati Abdulloh ibn Umar roziyallohu anhudan rivoyat qilgan hadisi sharifda Nabiy sollallohu alayhi vasallam:«Do'zax ahlining jismlari do'zaxda kattalashtiriladi. Hatto quloq uchlaridan bo'yinlarigacha bo'lgan masofa etti yuz yillik yo'lchalik bo'ladi. Terilarining qalinligi etti chig'anoqchalik bo'ladi. Tishlari esa Uhud tog'icha bo'ladi», – deganlar. Endi mana shunday badan va terining soatiga etmish marta kuyib-bitib, almashishini tasavvur qilib olavering! Alloh Ozi asrasin. (""Tafsiri hilol"" kitobidan). Vallohu alam!http://islom.uz/view/dozah",3527,29.04.2017,http://islom.uz/view/dozah
Dolzarb savollar,"Assalomu alaykum! Hurmatli ustozlar, Alloh sizlardan rozi bo'lsin. Bir odam bilan suhbatlashib qoldim, u odam ko'zlarga odam ko'rinishi, bu narsani rahmatli otalarida ham bo'lgani haqida gapirdila. Yani “bizani odamimiza bor” didi. Bu narsa nima bo'lishi mumkin? Javob uchun oldindan rahmat.",Va alaykum assalom!Quyidagi linklarni o'qib chiqing.http://savollar.islom.uz/smf/index.php?topic=23083.0http://savollar.islom.uz/smf/index.php?topic=30253.0http://savollar.islom.uz/savol/39166,4054,28.04.2017,http://savollar.islom.uz/smf/index.php?topic=23083.0http://savollar.islom.uz/smf/index.php?topic=30253.0http://savollar.islom.uz/savol/39166
Dolzarb savollar,"Assalomu alaykum! Hurmatli ustozlar, Fotixa va boshka suralardagi kabi zod (dzod) qilib qorilar qiroat qilishadi. Shuni qanday qilib to'g'ri talaffuz qilish mumkin? Bazilar dod deb ham aytishadi. Arxivlardan izladim ammo to'liq malumot ololmadim.2). Mening otajonim 63 yoshga kirdilar. Shunga xudoy qilsa bo'ladimi? Islomda va shariat ahkomlarda bu qanday ko'rsatilgan? Rahmat.",Va alaykum assalom!1). http://savollar.islom.uz/savol/254832). Shariatda bunday marosim belgilanmagan. Vallohu alam!,3253,27.04.2017,http://savollar.islom.uz/savol/254832).
Quroni karim,Assalomu alaykum! Biz bir munozarada talashib qoldik. Bir oka Quron qanday jamlangan deb qoldilar.,Va alaykum assalom!Quyidagi linklarni o'qing.http://savollar.islom.uz/savol/38276http://savollar.islom.uz/savol/90660,3546,27.04.2017,http://savollar.islom.uz/savol/38276http://savollar.islom.uz/savol/90660
Quroni karim,"Assalomu alaykum! Quronda suralar joylashuvi nimaga asoslanadi? Yani birinchi iqro surasining oyatlari tushirilgan bo'lsa, nima sababdan Fotiha surasi birinchida turadi?",Va alaykum assalom!Quyidagi linklarni o'qing.http://savollar.islom.uz/savol/38276http://savollar.islom.uz/savol/90660,4216,27.04.2017,http://savollar.islom.uz/savol/38276http://savollar.islom.uz/savol/90660
Halol va harom,"Assalomu alaykum! Aziz ustozlar, o'g'il bolalar bo'yniga tross taqsa bo'ladimi? Agar kumushdan ishlangan bo'lsachi? Bilakuzukchi?",Va alaykum assalom!Ayollarga ikki madandan boshqa narsalardan yasalgan taqinchoqlar durust. Erkaklarga bir dona shariat ruxsat bergan uzukdan boshqa taqinchoq durust emas.Vallohu alam!http://savollar.islom.uz/savol/2156,4181,27.04.2017,http://savollar.islom.uz/savol/2156
Moliya va tijorat,Assalomu alaykum! Bugungi kunda meva va sabzavotlarni katta xajmda saqlash uchun katta muzlatgichlar ko'payib bormoqda. Meva va sabzavotni arzonroq paytda olib yani hamma erda pishgan paytta olib 3-4 oy saqlab qimmatroq sotsa bo'ladimi?,"Va alaykum assalom!Joiz.- Saqlash bozorda narxning soxta o'sishiga tasir qilsa, mumkin emas. Vallohu alam!http://savollar.islom.uz/savol/32774http://savollar.islom.uz/smf/index.php?topic=27263.0",3427,28.04.2017,http://savollar.islom.uz/savol/32774http://savollar.islom.uz/smf/index.php?topic=27263.0
Dolzarb savollar,Assalomu alaykum! Ozbekistonda shariat qoidalariga to'g'ri keladiga banklar bormi? Men biznes boshlab xalqqa yordamim tegsa deyman. Katta pulni xech kim qarzga bermaydi.2). Ilmni yanada rivojlantirishga doir Hazratimiz rahimahullohni qaysi kitoblarini tavsiya qilasizlar?,"Va alaykum assalom!Unday bank borligini bilmaymiz. Alloh biror ishni bo'lishini iroda qilsa, uning sabablarini ham to'g'rilab qo'yyadi. Niyatni bergan bir kun ro'yobga chiqishini ham nasib qiladi. Allohdan so'rang. Vallohu alam!2). Quyida linkda berilgan malumotlarni o'qing.http://islom.uz/view/ilmni-tartib-bilan-olish-kerak",2693,26.04.2017,http://islom.uz/view/ilmni-tartib-bilan-olish-kerak
Halol va harom,"Assalomu alaykum! Men Faberlik degan kosmetika setevoy marketingli firmada azo bo'lib ish boshladim. Pulimga narsasini sotib olaman, keyin sotib pulimni chiqaraman. Shundan topgan daromadim halolmi?","Va alaykum assalom!Tarmoqli marketingda ishlash sharan joiz emas, undagi narsalar shariatga xilof va gunoh ishlariga yordam bo'lmasa sotib olishda zarar yo'q. Vallohu alam!Quyidagi linkdagi maqolani albatta o'qing.http://info.islom.uz/iqtisod/item/23-tarmoqli-marketingdagi-10-khil-jolgon.",4328,26.04.2017,http://info.islom.uz/iqtisod/item/23-tarmoqli-marketingdagi-10-khil-jolgon.
Tabobat,"Assalomu alaykum! Men 14 yildan beri kasalman. Bormagan shifoxonam qolmagan, lekin shifo topmadim. Yaqinda folbinga fol ochirgandim “kasaling eskichadan ekan sen folbinlika qo'l olsang tuzalasan” dedi. Qo'l olay desam folbinlik dinda harom qilingan, olmay desam kundan kun og'irlashib ketayapan, boshim qotgan.",Va alaykum assalom!Folbinga borib noto'g'ri ish qilibsiz. Oxiratni boy berib erishiladigan sog'likni nima keragi bor? Siz shariatimiz ruxsat bergan doiradagi muolajalarni qiling. Komentariya yozmoqchi bo'lganlar bu qizning iymoniga hukm chiqarmanglar. Vallohu alam!Quyidagi linkda berilgan malumotni o'qing.http://islom.uz/view/bemorlik-va-boshga-tushgan-tashvishlar-xam-bir-nemat,6007,26.04.2017,http://islom.uz/view/bemorlik-va-boshga-tushgan-tashvishlar-xam-bir-nemat
Turli savollar,Assalomu alaykum!ustozlar savolim agar musulmon erkak boshka dina bulgan kizga uylansa buladimi va nikox ukitish kanday buladi.,Va alaykum assalom!http://fiqh.uz/index.php/fiqh-uz/fiqh-akademiya/521-kofirning-muslima-ajolga-musulmonning-esa-kofir-ajolga-ujlanishi,3457,26.04.2017,http://fiqh.uz/index.php/fiqh-uz/fiqh-akademiya/521-kofirning-muslima-ajolga-musulmonning-esa-kofir-ajolga-ujlanishi
Dolzarb savollar,"Assalomu alaykum! 1. Boks sport turida insonlar bir birlariga qarshi qo'l ko'tarib jangga chiqishadi men o'g'limni ushbu yoki shunga o'xshash sport turiga bersam gunohkor bo'lamanmi?2). Men fudbolga qiziqaman kechalari fudbol ko'raman, kompyuterda ham fudbol o'yinlarini do'stlarim bilan o'ynayman. Bu gunohmi?","Va alaykum assalom!1). Rasululloh sollallohu alayhi vasallam “qiyomatga yaqin munkar ishlar maruf, maruf ishlar munkar sanalib qoladi” deganlar. Bazilarga aroqni Quronda harom qilinganini aytilsa, qonunda ruxsat berilganini aytishmoqda. Bazi bir ishlarda “qo'lni qaytarsak, beodoblik bo'ladi” deyuvchilar ham bor. Kimlardir shariat harom qilgan ishlarni o'ziga odat qilib, o'zini “hojatbaror” deb olganlar ham bor.http://savollar.islom.uz/savol/306472). Inson qiyomat kuni vaqtini Alloh taoloning zikrisiz o'tkazganiga hasrat qilganchalik biror narsaga hasrat qilmaydi. Vallohu alam!",3639,26.04.2017,http://savollar.islom.uz/savol/306472).
Halol va harom,Assalomu alaykum!savollarimga javob berayotganingizga Alloh rozi bolsin.qoziqorin halolmi yoki harom?buni javobini izlash hizmatidan ham google hizmatidan ham topa olmadim.javobingizni kutib qolaman.Alloh rozi bolsin,Va alaykum assalom!http://savollar.islom.uz/savol/33580,3813,26.04.2017,http://savollar.islom.uz/savol/33580
Ibodatlar,Assalomu alaykum!ustoz zakot qachon qaysi vaqtda beriladi pulning zakoti qanday buladi,Va alaykum assalom!http://fiqh.uz/index.php/ibodat/zakot,2852,26.04.2017,http://fiqh.uz/index.php/ibodat/zakot
Turli savollar,Assalomu alaykum! Xurmatli ustozlar. Yumshok uyinchoklar tikib sotsam puli xalol boladimi. Yuzlarini anik kilmasdan.,Va alaykum assalom!http://savollar.islom.uz/savol/99459,5667,26.04.2017,http://savollar.islom.uz/savol/99459
Oila va turmush,Assalomu alaykum! Boin taloq haqida batafsil malumotni olsam.,Va alaykum assalom!http://fiqh.uz/index.php/oilam-turmush/nikoh-taloq/357-talo-a-idahttp://fiqh.uz/index.php/oilam-turmush/nikoh-taloq/252-ajol-talo-ini-s-rasa,4132,25.04.2017,http://fiqh.uz/index.php/oilam-turmush/nikoh-taloq/357-talo-a-idahttp://fiqh.uz/index.php/oilam-turmush/nikoh-taloq/252-ajol-talo-ini-s-rasa
Ibodatlar,"Assalomu alaykum! Ustozlar yoshim 20da. Qoldirgan namozlarimni qurbim etguncha uzmoqchiman, lekin tug'risi taxajjud namozini ham o'qigim kelyapti. Qay birini o'qiganim maqul? Farz bulgan qarzlarni uzaymi yoki nafl bo'lgan tahajjudni o'qiymi?",Va alaykum assalom!Qazolaringizni o'qishingiz kerak. Biror muddatdan keyin shayton “farzing turib nafl o'qiysanmi” deydi. Shu bilan ikkisidan ham mahrum bo'lasiz. Vallohu alam!http://savollar.islom.uz/smf/index.php?topic=26608.0,3371,20.04.2017,http://savollar.islom.uz/smf/index.php?topic=26608.0
Dolzarb savollar,"Assalomu alaykum! Ustozlar oilada qiz uzatishga mablag' etmasdan turkiyaga ayol mahramsiz ishlagani borsa, shariatmizda mumkinmi? Ayol turkiyaga maxramsiz borsa, ota-ona, aka-uka ruxsat bersa, gunohkor bo'ladimi?",Va alaykum assalom!Gunohkor bo'lishadi. Quyidagi linkdagi javobni o'qinglar.http://savollar.islom.uz/savol/92124,3324,20.04.2017,http://savollar.islom.uz/savol/92124
Dolzarb savollar,"Assalomu alaykum! Ustozlar, yaqinda bir sinfdoshimiz uylanmokchi. Uning to'yiga to'yonani 5 kg go'shtni pulini belgilab, xamma sharoitiga qarab kim necha kg go'shtning pulini bersa (albatta ruyxat qilib yozib qo'yiladi) va keyingi do'stimiz uylansa kim necha kiloga pul bergan bo'lsa birinchi do'stimiz o'shancha kilodagi pulni qaytaradi. ( albatta go'shtning narxi o'zgarib turadi, masalan men do'stimga to'yona qilgan payt narx 25000 so'm bo'lib men unga 5 kgning pulini berdim va u meni to'yimga ham 5 kgni pulini berdi. Lekin o'sha paytda go'shtning narxi 30000 bo'lsa) bu sudxo'rlik emasmi?","Va alaykum assalom!Qarz manosida berayotgan bo'lsangiz, tug'ri. Ammo xolis yordam va to'yona sifatida berayotgan bo'lsangiz, qaytarishda yana shunchasini kutishingiz nojoiz. Vallohu alam!Quyidagi linklarni ham o'qing.http://savollar.islom.uz/savol/12505http://savollar.islom.uz/savol/786http://savollar.islom.uz/smf/index.php?topic=30462.0",3433,22.04.2017,http://savollar.islom.uz/savol/12505http://savollar.islom.uz/savol/786http://savollar.islom.uz/smf/index.php?topic=30462.0
Oila va turmush,Assalomu alaykum! Ayolim tikuvchi bo'lib ishlaydi. Musulmon bo'lmagan odamlarga shariat ruxsat bermagan kiyimlarni tikib bersa gunoh bo'lmaydimi?,"Va alaykum assalom!Ularning dinida bu man qilinmagan bo'lsa, joiz. Vallohu alam!http://savollar.islom.uz/smf/index.php/topic,28908.msg149041.html#msg149041",4433,20.04.2017,"http://savollar.islom.uz/smf/index.php/topic,28908.msg149041.html#msg149041"
